week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2020-01-12,S08000016,NA,85 and over,NA,All,d,Emergency,NA,32,40.5,-21,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000016,NA,All ages,d,All,d,Emergency,NA,215,247,-13,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000016,NA,All ages,d,Female,NA,Emergency,NA,114,123.5,-7.7,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000016,NA,All ages,d,Male,NA,Emergency,NA,101,123,-17.9,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000017,NA,Under 5,NA,All,d,Emergency,NA,25,39,-35.9,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,10,18,-44.4,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,68,57,19.3,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,72,76.5,-5.9,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,57,71.5,-20.3,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,76,81.5,-6.7,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,85 and over,NA,All,d,Emergency,NA,50,47.5,5.3,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,All ages,d,All,d,Emergency,NA,358,391,-8.4,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000017,NA,All ages,d,Female,NA,Emergency,NA,188,188,0,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000017,NA,All ages,d,Male,NA,Emergency,NA,169,202.5,-16.5,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000019,NA,Under 5,NA,All,d,Emergency,NA,35,93.5,-62.6,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,26,62,-58.1,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,125,202.5,-38.3,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,134,216,-38,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,98,168,-41.7,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,87,227.5,-61.8,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,85 and over,NA,All,d,Emergency,NA,50,147.5,-66.1,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,All ages,d,All,d,Emergency,NA,555,1117,-50.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000019,NA,All ages,d,Female,NA,Emergency,NA,281,519.5,-45.9,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000019,NA,All ages,d,Male,NA,Emergency,NA,274,594.5,-53.9,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000020,NA,Under 5,NA,All,d,Emergency,NA,94,82.5,13.9,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,65,35,85.7,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,170,173,-1.7,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,207,217,-4.6,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,170,160.5,5.9,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,217,195.5,11,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,85 and over,NA,All,d,Emergency,NA,147,127.5,15.3,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,All ages,d,All,d,Emergency,NA,1070,991,8,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000020,NA,All ages,d,Female,NA,Emergency,NA,561,461,21.7,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000020,NA,All ages,d,Male,NA,Emergency,NA,503,518.5,-3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000022,NA,Under 5,NA,All,d,Emergency,NA,51,40,27.5,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,18,15,20,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,111,115,-3.5,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,135,125,8,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,107,103.5,3.4,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,119,117,1.7,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,85 and over,NA,All,d,Emergency,NA,78,81,-3.7,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,All ages,d,All,d,Emergency,NA,619,596.5,3.8,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000022,NA,All ages,d,Female,NA,Emergency,NA,309,313,-1.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000022,NA,All ages,d,Male,NA,Emergency,NA,307,275,11.6,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000024,NA,Under 5,NA,All,d,Emergency,NA,111,105,5.7,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,66,52.5,25.7,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,354,304.5,16.3,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,437,394,10.9,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,256,269,-4.8,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,328,295,11.2,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,85 and over,NA,All,d,Emergency,NA,228,205,11.2,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,All ages,d,All,d,Emergency,NA,1780,1625,9.5,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000024,NA,All ages,d,Female,NA,Emergency,NA,902,804,12.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000024,NA,All ages,d,Male,NA,Emergency,NA,862,803,7.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000025,NA,45 - 64,NA,All,d,Emergency,NA,6,6.5,-7.7,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000025,NA,65 - 74,NA,All,d,Emergency,NA,7,7.5,-6.7,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000025,NA,75 - 84,NA,All,d,Emergency,NA,12,6.5,84.6,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000025,NA,All ages,d,All,d,Emergency,NA,31,32,-3.1,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000025,NA,All ages,d,Female,NA,Emergency,NA,16,14.5,10.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000025,NA,All ages,d,Male,NA,Emergency,NA,14,16.5,-15.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000026,NA,15 - 44,NA,All,d,Emergency,NA,6,6.5,-7.7,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000026,NA,45 - 64,NA,All,d,Emergency,NA,8,8.5,-5.9,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000026,NA,75 - 84,NA,All,d,Emergency,NA,5,10.5,-52.4,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000026,NA,All ages,d,All,d,Emergency,NA,27,43,-37.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000026,NA,All ages,d,Female,NA,Emergency,NA,15,20.5,-26.8,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000026,NA,All ages,d,Male,NA,Emergency,NA,12,21,-42.9,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000028,NA,15 - 44,NA,All,d,Emergency,NA,7,8,-12.5,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,17,11.5,47.8,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,11,12,-8.3,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,19,13,46.2,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,85 and over,NA,All,d,Emergency,NA,10,9.5,5.3,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,All ages,d,All,d,Emergency,NA,68,58.5,16.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000028,NA,All ages,d,Female,NA,Emergency,NA,32,27.5,16.4,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000028,NA,All ages,d,Male,NA,Emergency,NA,36,31,16.1,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000029,NA,Under 5,NA,All,d,Emergency,NA,55,63.5,-13.4,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,23,27,-14.8,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,157,148,6.1,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,155,173.5,-10.7,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,144,132.5,8.7,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,154,164,-6.1,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,85 and over,NA,All,d,Emergency,NA,122,112,8.9,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,All ages,d,All,d,Emergency,NA,810,820.5,-1.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000029,NA,All ages,d,Female,NA,Emergency,NA,416,420,-1,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000029,NA,All ages,d,Male,NA,Emergency,NA,393,399,-1.5,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000030,NA,Under 5,NA,All,d,Emergency,NA,62,91,-31.9,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,33,43,-23.3,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,193,172,12.2,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,236,217.5,8.5,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,157,167,-6,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,171,210.5,-18.8,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,85 and over,NA,All,d,Emergency,NA,159,158,0.6,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,All ages,d,All,d,Emergency,NA,1011,1059,-4.5,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000030,NA,All ages,d,Female,NA,Emergency,NA,515,526.5,-2.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000030,NA,All ages,d,Male,NA,Emergency,NA,488,530,-7.9,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000031,NA,Under 5,NA,All,d,Emergency,NA,167,162.5,2.8,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,103,72.5,42.1,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,567,508.5,11.5,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,721,699,3.1,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,414,444.5,-6.9,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,489,505,-3.2,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,85 and over,NA,All,d,Emergency,NA,327,312,4.8,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,All ages,d,All,d,Emergency,NA,2788,2704,3.1,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1383,1342,3.1,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1394,1355.5,2.8,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S08000032,NA,Under 5,NA,All,d,Emergency,NA,61,93.5,-34.8,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,19,59,-67.8,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,317,317,0,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,460,414.5,11,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,259,262.5,-1.3,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,292,268,9,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,85 and over,NA,All,d,Emergency,NA,146,150,-2.7,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,All ages,d,All,d,Emergency,NA,1554,1564.5,-0.7,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S08000032,NA,All ages,d,Female,NA,Emergency,NA,781,783.5,-0.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S08000032,NA,All ages,d,Male,NA,Emergency,NA,766,775,-1.2,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-12,S92000003,d,Under 5,NA,All,d,Emergency,NA,753,888,-15.2,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-12,S92000003,d,5 - 14,NA,All,d,Emergency,NA,413,434,-4.8,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-12,S92000003,d,15 - 44,NA,All,d,Emergency,NA,2284,2235.5,2.2,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-12,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2883,2885.5,-0.1,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-12,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1885,2036,-7.4,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
2020-01-12,S92000003,d,75 - 84,NA,All,d,Emergency,NA,2186,2340.5,-6.6,January 2020,January,2020,2020Q1,17432,17986,50839,56046,189831,195438,577674,634305.5
2020-01-12,S92000003,d,85 and over,NA,All,d,Emergency,NA,1483,1500,-1.1,January 2020,January,2020,2020Q1,11546,11957,33725,36240.5,189831,195438,577674,634305.5
2020-01-12,S92000003,d,All ages,d,All,d,Emergency,NA,11887,12319.5,-3.5,January 2020,January,2020,2020Q1,189038,194830,575414,632285,189831,195438,577674,634305.5
2020-01-12,S92000003,d,All ages,d,Female,NA,Emergency,NA,6000,6077.5,-1.3,January 2020,January,2020,2020Q1,189038,194830,575414,632285,47374,48603,143994,158279
2020-01-12,S92000003,d,All ages,d,Male,NA,Emergency,NA,5831,6179,-5.6,January 2020,January,2020,2020Q1,189038,194830,575414,632285,46720,48459,142470,156661
2020-01-19,S08000015,NA,Under 5,NA,All,d,Emergency,NA,59,103.5,-43,January 2020,January,2020,2020Q1,6519,7480.5,20442,24437.5,189831,195438,577674,634305.5
2020-01-19,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,30,48.5,-38.1,January 2020,January,2020,2020Q1,3235,3393.5,10777,12376.5,189831,195438,577674,634305.5
2020-01-19,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,161,203,-20.7,January 2020,January,2020,2020Q1,18668,18094,58582,62221,189831,195438,577674,634305.5
2020-01-19,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,238,278.5,-14.5,January 2020,January,2020,2020Q1,22332,22710,68139,74562,189831,195438,577674,634305.5
2020-01-19,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,174,156,11.5,January 2020,January,2020,2020Q1,15155,16049,46220,51077,189831,195438,577674,634305.5
