week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2021-02-14,S08000029,NA,All ages,d,Female,NA,Emergency,NA,317,391,-18.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-14,S08000029,NA,All ages,d,Male,NA,Emergency,NA,323,423,-23.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-14,S08000030,NA,Under 5,NA,All,d,Emergency,NA,32,94.5,-66.1,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,23,50.5,-54.5,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,161,175,-8,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,181,213,-15,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,116,169.5,-31.6,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,126,200,-37,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,85 and over,NA,All,d,Emergency,NA,109,155,-29.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,All ages,d,All,d,Emergency,NA,748,1057.5,-29.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-14,S08000030,NA,All ages,d,Female,NA,Emergency,NA,359,528,-32,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-14,S08000030,NA,All ages,d,Male,NA,Emergency,NA,387,527,-26.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-14,S08000031,NA,Under 5,NA,All,d,Emergency,NA,79,185,-57.3,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,64,105.5,-39.3,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,422,564.5,-25.2,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,587,673,-12.8,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,348,433.5,-19.7,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,328,457.5,-28.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,85 and over,NA,All,d,Emergency,NA,252,296.5,-15,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,All ages,d,All,d,Emergency,NA,2080,2715.5,-23.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-14,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1041,1361.5,-23.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-14,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1025,1339.5,-23.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-14,S08000032,NA,Under 5,NA,All,d,Emergency,NA,42,98.5,-57.4,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,28,67.5,-58.5,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,212,331,-36,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,347,422.5,-17.9,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,196,261.5,-25,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,203,258,-21.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,85 and over,NA,All,d,Emergency,NA,97,132,-26.5,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,All ages,d,All,d,Emergency,NA,1125,1571,-28.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-14,S08000032,NA,All ages,d,Female,NA,Emergency,NA,568,770,-26.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-14,S08000032,NA,All ages,d,Male,NA,Emergency,NA,555,796,-30.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-14,S92000003,d,Under 5,NA,All,d,Emergency,NA,390,995.5,-60.8,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,5 - 14,NA,All,d,Emergency,NA,278,509.5,-45.4,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,15 - 44,NA,All,d,Emergency,NA,1829,2410,-24.1,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2363,2922,-19.1,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1575,2013,-21.8,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,75 - 84,NA,All,d,Emergency,NA,1637,2111,-22.5,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,85 and over,NA,All,d,Emergency,NA,1182,1380,-14.3,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,All ages,d,All,d,Emergency,NA,9254,12341,-25,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-14,S92000003,d,All ages,d,Female,NA,Emergency,NA,4571,6114,-25.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-14,S92000003,d,All ages,d,Male,NA,Emergency,NA,4645,6144,-24.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000015,NA,Under 5,NA,All,d,Emergency,NA,40,117,-65.8,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,30,34.5,-13,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,165,184,-10.3,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,245,270,-9.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,141,157.5,-10.5,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,75 - 84,NA,All,d,Emergency,NA,145,176.5,-17.8,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,85 and over,NA,All,d,Emergency,NA,91,94.5,-3.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,All ages,d,All,d,Emergency,NA,857,1034,-17.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000015,NA,All ages,d,Female,NA,Emergency,NA,406,512.5,-20.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000015,NA,All ages,d,Male,NA,Emergency,NA,450,520,-13.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000016,NA,Under 5,NA,All,d,Emergency,NA,6,23,-73.9,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,15 - 44,NA,All,d,Emergency,NA,25,23.5,6.4,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,45 - 64,NA,All,d,Emergency,NA,43,41.5,3.6,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,65 - 74,NA,All,d,Emergency,NA,34,36.5,-6.8,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,75 - 84,NA,All,d,Emergency,NA,37,48.5,-23.7,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,85 and over,NA,All,d,Emergency,NA,18,30,-40,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,All ages,d,All,d,Emergency,NA,166,216,-23.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000016,NA,All ages,d,Female,NA,Emergency,NA,86,108.5,-20.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000016,NA,All ages,d,Male,NA,Emergency,NA,80,106,-24.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000017,NA,Under 5,NA,All,d,Emergency,NA,10,35,-71.4,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,5,18.5,-73,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,46,53.5,-14,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,80,75.5,6,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,48,48,0,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,75,74,1.4,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,85 and over,NA,All,d,Emergency,NA,43,52.5,-18.1,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,All ages,d,All,d,Emergency,NA,307,357,-14,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000017,NA,All ages,d,Female,NA,Emergency,NA,146,184.5,-20.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000017,NA,All ages,d,Male,NA,Emergency,NA,161,170.5,-5.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000019,NA,Under 5,NA,All,d,Emergency,NA,22,109,-79.8,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,22,53,-58.5,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,103,257,-59.9,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,149,279.5,-46.7,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,104,191.5,-45.7,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,100,201,-50.2,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,85 and over,NA,All,d,Emergency,NA,68,112,-39.3,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,All ages,d,All,d,Emergency,NA,568,1203,-52.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000019,NA,All ages,d,Female,NA,Emergency,NA,276,583.5,-52.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000019,NA,All ages,d,Male,NA,Emergency,NA,292,614.5,-52.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000020,NA,Under 5,NA,All,d,Emergency,NA,52,95.5,-45.5,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,35,42,-16.7,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,179,196,-8.7,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,198,232.5,-14.8,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,163,147.5,10.5,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,180,184,-2.2,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,85 and over,NA,All,d,Emergency,NA,144,115.5,24.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,All ages,d,All,d,Emergency,NA,951,1013,-6.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000020,NA,All ages,d,Female,NA,Emergency,NA,430,516,-16.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000020,NA,All ages,d,Male,NA,Emergency,NA,514,485.5,5.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000022,NA,Under 5,NA,All,d,Emergency,NA,29,50.5,-42.6,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,19,36,-47.2,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,111,109.5,1.4,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,129,135,-4.4,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,95,118,-19.5,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,88,106.5,-17.4,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,85 and over,NA,All,d,Emergency,NA,60,76,-21.1,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,All ages,d,All,d,Emergency,NA,531,631.5,-15.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000022,NA,All ages,d,Female,NA,Emergency,NA,254,334.5,-24.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000022,NA,All ages,d,Male,NA,Emergency,NA,272,286,-4.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000024,NA,Under 5,NA,All,d,Emergency,NA,61,110.5,-44.8,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,39,56.5,-31,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,367,318.5,15.2,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,412,370.5,11.2,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,257,270.5,-5,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,310,292,6.2,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,85 and over,NA,All,d,Emergency,NA,231,188.5,22.5,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,All ages,d,All,d,Emergency,NA,1677,1607,4.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000024,NA,All ages,d,Female,NA,Emergency,NA,803,790,1.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000024,NA,All ages,d,Male,NA,Emergency,NA,862,804,7.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000025,NA,65 - 74,NA,All,d,Emergency,NA,7,6.5,7.7,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000025,NA,75 - 84,NA,All,d,Emergency,NA,17,4.5,277.8,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000025,NA,85 and over,NA,All,d,Emergency,NA,9,5.5,63.6,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000025,NA,All ages,d,All,d,Emergency,NA,39,29.5,32.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000025,NA,All ages,d,Female,NA,Emergency,NA,22,15,46.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000025,NA,All ages,d,Male,NA,Emergency,NA,17,13.5,25.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000026,NA,15 - 44,NA,All,d,Emergency,NA,10,6.5,53.8,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,45 - 64,NA,All,d,Emergency,NA,13,10,30,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,65 - 74,NA,All,d,Emergency,NA,7,8.5,-17.6,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,75 - 84,NA,All,d,Emergency,NA,7,6,16.7,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,85 and over,NA,All,d,Emergency,NA,7,5,40,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,All ages,d,All,d,Emergency,NA,47,39,20.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000026,NA,All ages,d,Female,NA,Emergency,NA,21,20.5,2.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000026,NA,All ages,d,Male,NA,Emergency,NA,26,16.5,57.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,11,17,-35.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,13,14,-7.1,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,11,12,-8.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000028,NA,85 and over,NA,All,d,Emergency,NA,10,6,66.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000028,NA,All ages,d,All,d,Emergency,NA,54,62,-12.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000028,NA,All ages,d,Female,NA,Emergency,NA,27,28.5,-5.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000028,NA,All ages,d,Male,NA,Emergency,NA,27,33,-18.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000029,NA,Under 5,NA,All,d,Emergency,NA,28,61.5,-54.5,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,22,30.5,-27.9,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,156,170.5,-8.5,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,175,179.5,-2.5,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,152,139,9.4,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,167,154.5,8.1,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,85 and over,NA,All,d,Emergency,NA,125,96,30.2,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,All ages,d,All,d,Emergency,NA,825,831.5,-0.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000029,NA,All ages,d,Female,NA,Emergency,NA,390,423,-7.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000029,NA,All ages,d,Male,NA,Emergency,NA,435,403.5,7.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000030,NA,Under 5,NA,All,d,Emergency,NA,37,93.5,-60.4,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,23,47,-51.1,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,186,191,-2.6,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,189,209.5,-9.8,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,162,164,-1.2,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,188,176.5,6.5,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,85 and over,NA,All,d,Emergency,NA,112,134.5,-16.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,All ages,d,All,d,Emergency,NA,897,1016,-11.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000030,NA,All ages,d,Female,NA,Emergency,NA,464,516,-10.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000030,NA,All ages,d,Male,NA,Emergency,NA,431,498,-13.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000031,NA,Under 5,NA,All,d,Emergency,NA,110,171,-35.7,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,66,82.5,-20,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
